View,Coment,Like,Subscriber
167.0,14.0,17.0,2000.0
3622.0,253.0,337.0,60000.0
6601.0,30.0,395.0,50000.0
703.0,26.0,35.0,9000.0
19035.0,148.0,980.0,110000.0
823.0,5.0,54.0,1000.0
142.0,21.0,24.0,580.0
98.0,0.0,14.0,1000.0
3277.0,4.0,53.0,60000.0
68.0,4.0,5.0,468.0
1245.0,4.0,42.0,6000.0
89.0,3.0,9.0,253.0
662.0,34.0,96.0,6000.0
11084.0,114.0,583.0,90000.0
646.0,17.0,35.0,3000.0
418.0,2.0,34.0,3000.0
229.0,2.0,35.0,2000.0
697.0,10.0,36.0,2000.0
203.0,14.0,4.0,1000.0
4.0,0.0,0.0,91.0
161.0,7.0,12.0,3000.0
323.0,4.0,24.0,747.0
1250.0,1.0,118.0,30000.0
754.0,25.0,44.0,8000.0
1090.0,1.0,24.0,10000.0
1575.0,0.0,137.0,5000.0
1206.0,53.0,160.0,5000.0
80.0,7.0,13.0,5000.0
9504.0,165.0,794.0,20000.0
1981.0,32.0,89.0,1000.0
25.0,3.0,3.0,2000.0
22.0,4.0,7.0,54.0
255.0,90.0,36.0,2000.0
52.0,3.0,14.0,100.0
1304.0,9.0,38.0,20000.0
260.0,7.0,21.0,10000.0
123.0,24.0,21.0,1000.0
127.0,15.0,19.0,3000.0
189.0,8.0,12.0,6000.0
264.0,2.0,22.0,1000.0
1.0,0.0,1.0,27.0
344.0,17.0,44.0,10000.0
574.0,12.0,58.0,6000.0
42.0,8.0,12.0,96.0
87.0,11.0,11.0,695.0
60.0,44.0,12.0,1000.0
1742.0,4.0,61.0,30000.0
70.0,16.0,13.0,2000.0
218.0,10.0,19.0,50000.0
41.0,9.0,10.0,195.0
15.0,0.0,3.0,1000.0
126.0,65.0,49.0,1000.0
68.0,3.0,12.0,88.0
45992.0,252.0,2000.0,110000.0
37189.0,124.0,1000.0,250000.0
32824.0,165.0,1000.0,150000.0
2937.0,41.0,90.0,1000.0
5021.0,116.0,392.0,6000.0
385.0,41.0,55.0,2000.0
19652.0,197.0,644.0,40000.0
14467.0,114.0,539.0,20000.0
21211.0,136.0,621.0,370000.0
25211.0,42.0,349.0,230000.0
19454.0,335.0,2000.0,560000.0
50047.0,208.0,1000.0,150000.0
158.0,14.0,28.0,786.0
145.0,4.0,10.0,5000.0
1567.0,41.0,369.0,30000.0
12150.0,126.0,907.0,10000.0
25981.0,85.0,1000.0,580000.0
121.0,1.0,6.0,435.0
834.0,105.0,91.0,10000.0
5559.0,21.0,371.0,30000.0
2764.0,64.0,369.0,5000.0
36.0,4.0,12.0,419.0
13275.0,44.0,709.0,320000.0
13229.0,177.0,381.0,60000.0
2680.0,19.0,134.0,20000.0
1928.0,134.0,292.0,30000.0
2001.0,2.0,27.0,10000.0
554.0,35.0,56.0,50000.0
11.0,0.0,6.0,82.0
83.0,8.0,5.0,47.0
770.0,10.0,101.0,4000.0
796.0,10.0,101.0,4000.0
15815.0,63.0,478.0,290000.0
828.0,24.0,58.0,2000.0
369.0,56.0,62.0,7000.0
96.0,8.0,5.0,49.0
16792.0,115.0,723.0,110000.0
80.0,0.0,8.0,10000.0
155.0,9.0,11.0,200.0
29.0,3.0,4.0,36.0
9601.0,16.0,288.0,20000.0
35.0,4.0,4.0,34.0
393.0,17.0,15.0,805.0
56.0,6.0,8.0,35.0
191.0,152.0,52.0,1000.0
102.0,31.0,15.0,1000.0
959.0,1.0,21.0,110000.0
275.0,3.0,28.0,2000.0
31.0,4.0,3.0,118.0
18.0,0.0,9.0,63.0
326.0,17.0,33.0,2000.0
263.0,17.0,47.0,350.0
181.0,11.0,9.0,811.0
10.0,0.0,3.0,107.0
36.0,3.0,3.0,9.0
50.0,0.0,14.0,701.0
18.0,2.0,3.0,192.0
13.0,2.0,2.0,24.0
44.0,4.0,13.0,63.0
3007.0,173.0,228.0,60000.0
40.0,1.0,7.0,330.0
202.0,0.0,14.0,20000.0
5857.0,119.0,156.0,10000.0
265.0,5.0,25.0,10000.0
4569.0,6.0,134.0,50000.0
29026.0,282.0,955.0,460000.0
600.0,9.0,34.0,50000.0
83.0,20.0,20.0,1000.0
3240.0,72.0,350.0,110000.0
1327.0,132.0,167.0,7000.0
327.0,17.0,34.0,10000.0
459.0,73.0,32.0,412.0
510.0,11.0,13.0,810.0
136.0,49.0,16.0,282.0
680.0,61.0,83.0,20000.0
195.0,3.0,14.0,4000.0
71.0,18.0,13.0,87.0
1659.0,25.0,112.0,30000.0
1222.0,3.0,12.0,2000.0
242.0,83.0,90.0,3000.0
348.0,45.0,44.0,809.0
78.0,6.0,7.0,630.0
198.0,233.0,78.0,1000.0
34.0,9.0,11.0,212.0
56.0,57.0,24.0,178.0
94.0,5.0,11.0,10000.0
753.0,4.0,15.0,863.0
93.0,5.0,7.0,39.0
296.0,30.0,43.0,1000.0
345.0,51.0,52.0,1000.0
47.0,3.0,8.0,277.0
115.0,28.0,20.0,1000.0
43.0,8.0,10.0,205.0
257.0,24.0,64.0,443.0
19.0,1.0,2.0,2000.0
17177.0,8.0,132.0,8000.0
444.0,8.0,17.0,6000.0
158.0,25.0,18.0,2000.0
128.0,3.0,12.0,257.0
15.0,1.0,5.0,248.0
543.0,27.0,48.0,3000.0
496.0,20.0,60.0,9000.0
299.0,11.0,31.0,2000.0
12431.0,209.0,505.0,730000.0
1656.0,26.0,176.0,100000.0
873.0,21.0,98.0,70000.0
1470.0,68.0,148.0,8000.0
2124.0,45.0,228.0,280000.0
2829.0,59.0,179.0,10000.0
2922.0,46.0,141.0,3000.0
19395.0,103.0,874.0,110000.0
6180.0,37.0,153.0,5000.0
20132.0,144.0,1000.0,70000.0
1452.0,45.0,140.0,6000.0
26608.0,129.0,1000.0,150000.0
13392.0,80.0,449.0,690000.0
34546.0,100.0,1000.0,270000.0
2133.0,76.0,229.0,370000.0
432.0,34.0,49.0,20000.0
81.0,2.0,4.0,10000.0
2121.0,10.0,97.0,20000.0
510.0,12.0,45.0,50000.0
39.0,21.0,10.0,560.0
53332.0,100.0,1000.0,330000.0
18402.0,120.0,437.0,60000.0
121.0,2.0,11.0,200000.0
21110.0,68.0,757.0,540000.0
533.0,23.0,42.0,10000.0
432.0,0.0,77.0,10000.0
18509.0,121.0,438.0,60000.0
2034.0,0.0,49.0,40000.0
264.0,202.0,82.0,903.0
207.0,111.0,33.0,1000.0
480.0,25.0,47.0,10000.0
2558.0,0.0,496.0,20000.0
1102.0,5.0,9.0,6000.0
16810.0,125.0,748.0,110000.0
219.0,12.0,23.0,10000.0
5240.0,42.0,110.0,100000.0
7788.0,78.0,186.0,80000.0
10281.0,65.0,222.0,80000.0
19957.0,121.0,635.0,370000.0
4269.0,12.0,58.0,200000.0
201.0,1.0,17.0,40000.0
2158.0,0.0,143.0,50000.0
69.0,2.0,5.0,2000.0
27091.0,40.0,339.0,90000.0
68.0,12.0,12.0,2000.0
48.0,3.0,5.0,901.0
145.0,34.0,17.0,313.0
22499.0,210.0,1000.0,430000.0
193.0,2.0,20.0,3000.0
184.0,39.0,26.0,1000.0
23.0,0.0,0.0,20000.0
540.0,22.0,54.0,40000.0
1070.0,2.0,17.0,1000.0
718.0,9.0,71.0,6000.0
2060.0,78.0,198.0,10000.0
4410.0,77.0,437.0,270000.0
30256.0,295.0,1000.0,460000.0
896.0,50.0,95.0,10000.0
27102.0,247.0,1000.0,530000.0
11935.0,94.0,595.0,90000.0
1936.0,66.0,113.0,30000.0
1856.0,59.0,55.0,9000.0
460.0,27.0,46.0,8000.0
107.0,30.0,22.0,816.0
22746.0,192.0,512.0,20000.0
170.0,5.0,17.0,3000.0
379.0,23.0,70.0,8000.0
12037.0,70.0,290.0,9000.0
19669.0,338.0,375.0,5000.0
12106.0,49.0,375.0,690000.0
3015.0,86.0,331.0,80000.0
37016.0,267.0,1000.0,7000.0
9927.0,43.0,313.0,6000.0
27807.0,150.0,725.0,370000.0
