View,Coment,Like,Subscriber
11793,213,597,154000
606,4,15,15500
108630,1388,6200,166000
516,4,40,7600
146,0,7,15000
27910,85,1000,399000
103958,1337,14000,1610000
287,32,18,2550
2888,91,142,11800
6907,77,63,33000
111,0,1,290
79,0,1,5850
5470,23,23,398
60,0,3,77
5671,77,568,207000
99524,1109,9500,770000
24692,197,1200,176000
11744,78,359,95700
31269,716,841,114000
231181,990,8800,747000
180,13,15,36500
54745,1112,1300,86600
32393,624,1300,139000
604484,6463,42000,1840000
19900,358,1900,108000
1134,134,160,62700
14373,62,288,225000
2211,123,47,13700
13323,122,213,225000
72353,360,1400,787000
79730,1482,8200,456000
2603,106,204,3090
10192,94,378,116000
138208,954,2800,128000
118845,485,2600,276000
352718,2992,7300,1370000
711,68,80,19000
67551,617,1400,319000
12410,88,390,917000
14788,57,168,67200
19759,122,3400,67000
109943,745,4200,157000
107651,167,720,326000
44113,119,979,358000
77,3,6,9460
1850,18,60,9830
158496,1260,4000,97000
595,33,43,8510
845,114,61,13700
4877,38,89,2030000
12141,193,470,21600
1112,16,44,36500
54363,361,1800,416000
64868,858,4000,2710000
150896,1794,11000,5270000
6906,19,92,25000
612,14,32,11400
15927,124,483,186000
2598,44,189,211000
3162,20,80,24500
896,21,45,113000
5445,133,596,255000
5257,8,174,23600
21095,145,612,1100000
1735,7,33,20300
53362,135,1000,198000
183560,2081,8700,3770000
5888,94,399,19800
13045,27,64,137000
36453,460,2600,379000
2896,14,85,51100
902,11,187,39100
8816,61,290,274000
29196,601,3700,628000
3370,11,213,24400
83351,61,1700,1790000
339110,16163,27000,3880000
241,3,8,883
355892,1469,33000,1250000
4810,2,188,37700
25458,190,297,379000
35,4,13,4180
491412,1668,23000,16400000
35789,271,2000,13400000
234560,598,12000,4210000
262,18,28,5410
80322,499,3100,754000
466,7,12,9390
257,6,26,10200
12404,77,409,216000
42436,348,777,22400
3340,84,84,14000
7860,78,321,57800
1965,5,547,5010
66,2,4,25100
218,18,13,623
571,0,22,2110
14,0,2,1240
14271,80,146,33300
36,2,4,1240
207,4,11,2140
15809,208,1200,401000
5858,116,370,23500
77015,550,2700,279000
27263,165,2400,1980000
81,0,4,1520
2323,3,95,14900
86,5,14,2980
245,9,16,778
113247,539,3300,161000
7393,1,21,137000
11358,80,845,290000
39498,253,1600,1470000
17896,321,2000,83400
37,8,5,115
12971,51,1000,120000
10115,154,553,44000
43904,512,3200,432000
23966,1370,1500,19900
45387,1048,3100,999000
3,0,2,150
46676,123,920,661000
26,8,2,111
20139,766,2000,439000
17727,94,718,133000
45598,528,5000,526000
38182,447,3400,2390000
19481,117,805,134000
15373,245,677,473000
8918,141,748,27400
22964,105,207,363000
5805,111,640,52600
19783,466,2400,17900
37870,110,641,5150000
209772,1335,8200,3860000
10147,185,832,10600
197140,690,19000,25000000
168682,263,11000,9280000
9247,63,247,230000
1864,77,228,351000
387179,999,6300,1480000
136620,1233,3900,346000
2560,77,250,223000
54523,194,1700,550000
18987,192,519,102000
581,5,13,46400
25952,252,537,43200
155845,155,5900,3550000
2479,24,65,230000
1997,11,48,230000
52,4,5,21500
2328,7,63,230000
1411,35,61,3000
6834,76,197,230000
843636,3236,53000,6050000
4136,176,513,87000
20904,176,636,298000
85886,633,3200,277000
35754,364,566,442000
85412,359,2300,89100
89078,390,1500,388000
7897,280,497,87000
74963,1141,1400,306000
5404,73,101,36600
459,17,50,16500
1969,97,83,13800
26984,564,1000,214000
50722,162,1000,416000
3857,85,209,17700
1387,63,50,510000
522,12,59,101000
10966,43,174,78100
47351,542,1200,402000
781,11,21,5710
2125,119,236,21800
11415,95,449,432000
84150,116,3100,111000
2114,2,107,128000
47573,113,1100,154000
5719,139,811,279000
172208,1868,56000,210000
183397,355,4500,13500000
142804,4558,21000,1640000
7895,108,789,11600
159,13,10,3410
1622,5,50,9630
1346,1,31,21500
19981,174,1000,167000
39355,428,1100,48200
8502,39,376,36700
424,35,53,32300
7630,50,1000,35700
69011,2213,3900,994000
476,25,84,1450
1362002,9964,43000,1240000
1504,4,10,90500
39311,902,5000,624000
872,4,16,353
48627,397,3500,41600
82995,167,2900,131000
25627,110,1400,103000
55328,353,3300,607000
354478,1611,26000,241000
357917,1686,38000,138000
40752,654,1900,141000
52381,444,5000,119000
366633,1300,36000,402000
249867,2363,10000,3800000
11072,373,1300,789000
17625,459,1200,15800
49486,476,2000,758000
7391,41,115,34400
11,1,2,6040
119,0,4,1250
51,0,3,636
967,0,42,17500
324,0,27,770
23,0,1,564
12922,217,735,380000
49,4,4,116
37015,159,435,34400
5581,15,82,34400
102379,370,8600,4750000
13,3,3,38
25884,457,1300,334000
21206,436,1100,56700
25328,217,2200,183000
5218,21,144,2390000
176780,298,13000,1250000
27493,204,2800,1530000
166,15,17,1060
28621,23,125,137000
25,0,3,865
1,0,1,865
36,7,2,57
37535,65,857,58700
1021,6,51,3900
401,0,20,2130
34134,49,233,363000
1087,2,5,59600
5754,16,356,24600
51027,243,1900,136000
26,0,14,621
3,0,1,1770
73,1,10,2820
14832,6,52,137000
224159,769,13000,1350000
15144,10,58,137000
308723,1228,17000,1460000
48315,770,7100,1160000
4774,45,422,377000
562,5,38,48000
40262,126,833,2290000
11754,49,1800,184000
135,1,16,1120
9379,72,859,17100
19223,3,915,43200
42018,223,1600,14000000
10664,44,223,2290000
114002,220,5500,2100000
234175,933,4100,792000
143361,1368,4400,349000
44436,220,1200,328000
5713,33,115,17000
296853,1005,7600,3950000
1160,90,143,76000
55434,148,989,468000
1169,18,36,2150
41990,171,1400,551000
47125,227,774,226000
7262,170,515,118000
281318,1022,9500,3950000
412,60,50,1450
1074,127,95,14000
4224,158,167,14000
76117,241,1000,941000
84,6,9,607
5847,58,135,32400
2600,9,41,4270
23217,141,554,234000
35188,49,270,483000
108,0,10,1270
6121,77,274,22200
61419,464,1900,276000
13177,1997,1200,537000
531428,1976,12000,1050000
54116,228,1700,150000
18454,21,136,483000
252,14,36,3170
431,25,44,152000
42272,116,487,329000
3009,25,44,644000
81227,692,6400,2890000
1036342,406,110000,7150000
35546,203,1600,219000
39235,45,338,254000
358,10,12,3660
1513,4,12,151000
1495,2,9,151000
2074,193,618,172000
83,5,6,1380
35665,118,815,432000
22113,686,2900,130000
1436920,16297,57000,4410000
11474,31,139,254000
95433,770,3800,192000
20421,219,1100,131000
15317,32,148,280000
22231,63,211,280000
832870,12940,48000,5880000
13488,64,656,15800
17785,20,175,280000
21644,208,204,280000
18506,2,1100,45100
148028,6100,15000,724000
7359,4,27,137000
55292,361,1800,2320000
2489,202,316,13400
28310,436,1200,2320000
2330,1,18,198000
7135,76,988,1140000
3503,5,19,198000
8581,133,221,321000
19518,168,1000,6530000
9913,121,1200,199000
221643,583,10000,669000
119536,2095,22000,791000
6405,37,428,125000
2434,0,18,67900
16230,159,716,191000
44881,1,1200,238000
54993,73,3900,1810000
11633,35,671,149000
7094,66,775,144000
21280,54,725,104000
86360,432,3300,1550000
5824,342,455,3020
29521,56,1600,74300
